LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE
T. McConnell - M. Turner - O. Toppin - T. Haliburton - B. Mathurin,IND,18,34,116.0,114.3,1.8,52.8,3.17,17.8,18.9,75.0,46.6,0.1,59.9,62.0,115.68,48.5
C. LeVert - J. Allen - M. Strus - D. Garland - D. Wade,CLE,10,33,115.2,98.6,16.5,81.8,1.80,23.3,34.5,71.4,56.3,0.2,65.3,67.2,110.99,63.0
C. Paul - K. Johnson - T. Jones - J. Champagnie - V. Wembanyama,SAS,7,33,136.8,104.5,32.2,84.4,3.86,27.0,20.0,82.1,52.8,0.1,70.5,73.8,98.58,65.5
J. Allen - D. Garland - T. Jerome - D. Wade - I. Okoro,CLE,12,33,112.2,115.1,-2.9,54.8,1.31,17.0,31.0,70.0,50.8,0.2,59.5,63.8,107.73,51.9
J. Poeltl - C. Boucher - O. Agbaji - D. Mitchell - G. Dick,TOR,11,33,112.3,109.6,2.7,82.8,2.18,22.9,27.6,65.8,49.3,0.2,57.1,62.4,106.48,55.0
J. Valančiūnas - J. Poole - C. Kispert - B. Coulibaly - B. Carrington,WAS,15,33,85.7,126.8,-41.0,65.2,1.15,16.3,21.9,69.0,44.3,0.2,46.3,50.2,102.33,31.7
J. Valančiūnas - K. Kuzma - J. Poole - B. Coulibaly - K. George,WAS,4,33,76.8,133.3,-56.5,61.1,0.79,11.7,32.6,82.6,50.0,0.2,35.2,39.7,99.16,12.2
K. Kuzma - C. Kispert - B. Coulibaly - A. Sarr - B. Carrington,WAS,10,33,93.2,122.9,-29.7,56.0,0.78,14.7,25.8,71.9,49.2,0.2,54.6,57.4,105.30,35.1
K. Towns - C. Payne - O. Anunoby - J. Hart - J. Brunson,NYK,8,33,135.7,110.0,25.7,58.1,2.57,17.6,41.2,63.0,50.8,0.1,56.9,63.6,100.80,61.5
L. James - A. Davis - D. Russell - R. Hachimura - D. Knecht,LAL,3,33,85.1,121.5,-36.5,69.6,1.14,18.0,20.0,69.7,46.0,0.2,48.1,51.3,95.81,36.7
N. Vučević - Z. LaVine - L. Ball - C. White - P. Williams,CHI,7,33,131.0,101.3,29.7,75.0,3.00,24.0,17.9,70.0,48.5,0.1,66.7,69.8,107.03,64.8
S. Adams - F. VanVleet - D. Brooks - J. Green - A. Thompson,HOU,11,33,105.9,115.9,-10.1,51.9,1.17,14.4,39.5,61.8,50.0,0.2,48.4,52.0,99.72,40.1
V. Micić - C. Martin - J. Green - N. Richards - B. Miller,CHA,4,33,113.8,90.9,22.9,66.7,1.33,17.6,33.3,73.7,55.9,0.2,55.7,60.3,95.32,65.9
A. Horford - J. Holiday - K. Porziņģis - J. Brown - J. Tatum,BOS,4,32,127.5,111.9,15.6,68.8,2.75,22.2,28.6,61.5,47.8,0.1,60.8,65.6,100.53,62.7
C. Capela - B. Bogdanović - T. Young - D. Hunter - D. Daniels,ATL,14,32,116.7,97.2,19.4,66.7,2.44,20.2,26.5,65.6,45.5,0.1,65.9,67.1,111.84,58.8
C. Paul - S. Mamukelashvili - J. Champagnie - B. Wesley - V. Wembanyama,SAS,5,32,118.5,81.8,36.6,75.9,2.44,22.9,29.0,81.8,56.3,0.1,58.5,60.7,99.02,68.5
D. Jordan - A. Gordon - J. Murray - J. Strawther - P. Watson,DEN,6,32,106.1,130.2,-24.1,68.0,1.70,19.1,19.4,78.6,47.5,0.2,54.5,58.5,95.56,40.7
J. Holiday - K. Porziņģis - J. Brown - J. Tatum - P. Pritchard,BOS,10,32,100.0,86.8,13.2,57.7,2.50,15.5,22.5,78.0,50.6,0.1,48.4,51.5,105.49,60.2
J. Richardson - B. Adebayo - D. Robinson - N. Jović - J. Jaquez Jr.,MIA,3,32,116.2,97.0,19.2,65.5,1.90,20.4,26.9,76.9,51.9,0.1,63.6,66.5,100.24,58.4
J. Tatum - L. Kornet - P. Pritchard - S. Hauser - J. Walsh,BOS,8,32,142.9,120.9,22.0,46.9,5.00,15.3,36.8,56.8,46.7,0.0,61.2,65.6,101.60,59.1
K. Irving - K. Thompson - P. Washington - Q. Grimes - D. Lively II,DAL,4,32,135.3,97.0,38.3,55.9,4.75,19.8,25.7,83.8,55.6,0.1,61.4,63.7,101.30,67.9
L. Markkanen - C. Sexton - W. Kessler - T. Hendricks - K. George,UTA,3,32,124.6,141.9,-17.3,60.0,1.50,17.8,52.9,62.9,58.0,0.2,54.8,57.5,96.00,47.7
M. Brogdon - J. Champagnie - B. Coulibaly - A. Sarr - C. Carrington,WAS,6,32,111.6,109.3,2.3,71.4,2.50,21.3,15.2,66.7,42.0,0.1,58.8,61.4,107.23,46.2
P. George - J. Embiid - K. Oubre Jr. - T. Maxey - K. Martin,PHI,2,32,125.8,96.7,29.1,63.0,3.40,19.5,25.0,75.0,48.3,0.1,58.0,61.9,92.54,65.4
P. George - K. Oubre Jr. - G. Yabusele - T. Maxey - K. Martin,PHI,3,32,123.8,108.1,15.7,66.7,6.00,20.5,24.1,76.0,48.1,0.0,58.5,62.7,95.04,60.2
S. Curry - M. Bridges - C. Martin - L. Ball - N. Richards,CHA,5,32,100.0,104.3,-4.3,50.0,0.76,13.5,38.2,84.8,61.2,0.2,50.0,54.0,104.69,44.0
T. McConnell - M. Turner - P. Siakam - T. Haliburton - B. Mathurin,IND,13,32,116.9,126.9,-10.0,58.6,1.70,18.1,20.7,64.5,43.3,0.1,62.0,66.1,103.82,48.7
T. McConnell - P. Siakam - O. Toppin - B. Mathurin - J. Walker,IND,9,32,104.8,104.4,0.4,55.6,2.50,17.9,24.1,63.0,42.9,0.1,52.7,55.9,98.85,48.4
T. Rozier - B. Adebayo - D. Robinson - D. Smith - J. Jaquez Jr.,MIA,6,32,105.8,137.5,-31.7,67.9,2.11,19.8,31.3,70.0,46.2,0.1,54.2,56.8,99.19,35.8
A. Coffey - B. Hyland - K. Jones - K. Brown - J. Miller,LAC,5,31,101.5,104.5,-3.0,56.5,1.44,14.6,29.4,77.8,50.8,0.1,47.3,53.1,102.19,47.9
B. Bogdanović - T. Young - D. Hunter - O. Okongwu - J. Johnson,ATL,10,31,103.8,115.7,-11.9,61.5,2.00,15.5,25.0,67.6,46.6,0.1,48.3,55.3,112.96,50.9
B. Ingram - J. Green - J. Alvarado - J. Hawkins - Y. Missi,NOP,7,31,95.6,123.1,-27.5,48.0,1.20,13.6,24.2,76.9,47.5,0.1,51.8,53.3,103.80,38.0
C. McCollum - B. Ingram - D. Theis - Z. Williamson - H. Jones,NOP,3,31,127.9,114.8,13.1,56.7,1.89,18.7,48.3,64.9,57.6,0.1,58.6,60.4,94.96,60.4
D. Murray - B. Boston - H. Jones - T. Murphy III - Y. Missi,NOP,7,31,82.4,110.8,-28.4,71.4,1.36,16.1,29.4,71.4,48.4,0.2,41.8,47.1,104.37,36.2
G. Williams - L. Ball - J. Green - M. Diabate - B. Miller,CHA,6,31,126.6,119.7,6.9,64.5,1.43,21.5,34.6,82.6,57.1,0.2,65.8,67.9,101.03,52.3
J. Brown - J. Tatum - D. White - L. Kornet - P. Pritchard,BOS,12,31,108.1,125.0,-16.9,54.5,3.00,14.6,24.2,61.5,40.7,0.1,50.0,54.5,95.40,41.0
J. Grant - A. Simons - D. Avdija - T. Camara - D. Clingan,POR,3,31,125.8,77.6,48.1,77.8,1.75,22.6,24.0,70.7,53.0,0.2,68.0,72.2,103.80,82.2
J. Holiday - K. Porziņģis - J. Brown - D. White - P. Pritchard,BOS,8,31,123.2,94.4,28.8,72.4,4.20,21.9,18.8,70.3,46.4,0.1,58.5,61.9,108.73,65.4
K. Lowry - P. George - A. Drummond - K. Oubre Jr. - C. Martin,PHI,4,31,83.1,101.5,-18.5,81.0,1.89,19.3,16.2,80.8,42.9,0.1,44.5,45.8,100.75,37.6
L. Nance Jr. - T. Young - D. Hunter - G. Mathews - J. Johnson,ATL,3,31,130.1,91.8,38.4,75.0,2.63,21.6,12.0,73.8,50.7,0.1,68.0,73.6,111.77,76.0
M. Conley - R. Gobert - D. DiVincenzo - N. Reid - J. McDaniels,MIN,16,31,88.7,132.3,-43.6,77.3,2.43,18.3,35.9,59.1,44.3,0.1,40.5,43.5,98.27,26.0
M. Plumlee - T. Jones - D. Booker - G. Allen - R. Dunn,PHX,11,31,110.0,108.8,1.2,75.0,3.00,20.8,29.4,60.5,45.8,0.1,52.5,57.3,105.35,53.4
S. Gilgeous-Alexander - L. Dort - J. Williams - J. Williams - C. Wallace,OKC,7,31,100.0,110.6,-10.6,65.4,1.70,18.7,22.9,73.3,46.2,0.2,52.5,53.1,103.64,40.6
T. McConnell - P. Siakam - T. Bryant - J. Walker - B. Sheppard,IND,9,31,120.6,112.9,7.7,67.7,2.33,22.8,32.0,72.4,53.7,0.1,60.7,63.4,95.34,53.8
A. Davis - R. Hachimura - G. Vincent - M. Christie - D. Knecht,LAL,9,30,77.8,111.9,-34.1,63.2,1.71,14.8,21.9,73.5,48.5,0.1,42.0,45.0,98.37,34.2
B. Simmons - N. Claxton - Z. Williams - K. Johnson - N. Clowney,BKN,3,30,123.8,117.2,6.6,65.6,3.50,23.1,26.9,83.3,54.0,0.1,62.9,63.4,100.65,50.4
C. Martin - G. Williams - L. Ball - M. Diabate - B. Miller,CHA,6,30,122.6,83.9,38.7,68.0,2.83,18.7,39.4,79.4,59.7,0.1,55.3,59.7,100.35,71.2
D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - K. Johnson,BKN,3,30,112.3,125.4,-13.1,69.2,1.38,20.2,21.4,73.1,46.3,0.2,60.2,63.0,105.71,43.0
K. Oubre Jr. - G. Yabusele - T. Maxey - K. Martin - J. McCain,PHI,6,30,112.1,114.3,-2.2,59.3,1.45,18.6,41.4,60.9,50.0,0.2,56.4,56.4,92.64,45.3
L. Kennard - J. Jackson Jr. - D. Bane - Z. Edey - J. Wells,MEM,6,30,147.6,114.1,33.6,75.0,3.86,28.4,29.4,76.7,59.6,0.1,77.4,79.8,102.96,64.6
M. Conley - J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid,MIN,10,30,93.0,121.3,-28.3,52.9,0.64,11.5,36.4,62.1,48.4,0.2,44.0,48.7,94.55,27.0
M. Conley - R. Gobert - D. DiVincenzo - A. Edwards - J. McDaniels,MIN,10,30,123.2,93.0,30.2,40.7,1.83,13.9,40.0,69.2,53.6,0.1,57.0,58.7,89.50,63.5
N. Batum - J. Harden - N. Powell - K. Dunn - I. Zubac,LAC,8,30,111.6,84.6,27.0,58.6,1.70,19.5,4.0,79.3,44.4,0.1,64.8,65.9,108.49,67.1
N. Batum - N. Powell - I. Zubac - A. Coffey - K. Porter Jr.,LAC,8,30,118.0,104.8,13.3,57.1,1.60,18.6,31.0,78.4,57.6,0.2,59.3,59.8,100.48,56.3
R. Westbrook - N. Jokić - M. Porter Jr. - J. Strawther - P. Watson,DEN,18,30,114.3,111.0,3.3,90.0,2.45,27.0,13.6,72.4,47.1,0.2,63.5,67.2,114.38,52.8
S. Curry - K. Looney - B. Hield - G. Payton II - J. Kuminga,GSW,11,30,120.6,104.5,16.1,67.7,5.25,21.0,28.9,54.8,40.6,0.1,56.9,57.3,109.09,56.0
T. Gibson - L. Ball - J. Green - B. Miller - T. Salaün,CHA,4,30,89.7,115.3,-25.6,61.9,1.00,14.9,43.2,76.7,58.2,0.2,43.0,44.2,92.93,36.9
T. Harris - M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio,DET,19,30,107.1,104.1,3.0,60.7,1.31,18.9,13.0,84.6,51.0,0.2,64.0,66.8,115.23,47.5
A. Burks - T. Herro - N. Jović - J. Jaquez Jr. - K. Ware,MIA,5,29,122.0,109.7,12.4,70.4,1.90,21.6,35.7,60.0,47.2,0.2,60.2,60.7,98.94,50.5
A. Horford - J. Brown - J. Tatum - D. White - P. Pritchard,BOS,7,29,133.8,104.6,29.2,65.7,4.60,23.5,33.3,77.4,55.7,0.1,64.6,65.2,106.29,58.7
A. Horford - J. Brown - J. Tatum - D. White - S. Hauser,BOS,2,29,127.1,120.7,6.4,53.8,14.00,17.9,15.2,69.0,40.3,0.0,53.4,58.3,97.50,47.3
A. Simons - D. Avdija - S. Henderson - K. Murray - D. Clingan,POR,7,29,113.6,107.8,5.8,71.0,2.44,22.2,38.7,78.8,59.4,0.1,57.6,58.3,106.61,57.2
C. Joseph - C. Anthony - C. Houstan - J. Howard - T. da Silva,ORL,9,29,104.5,100.0,4.5,56.5,1.00,13.8,40.5,75.8,57.1,0.2,48.3,53.0,108.26,48.1
C. LeVert - J. Allen - D. Garland - T. Jerome - D. Wade,CLE,17,29,133.8,97.1,36.8,76.5,5.20,25.5,27.6,74.2,51.7,0.1,65.8,68.3,113.53,65.5
C. Paul - H. Barnes - K. Johnson - J. Sochan - V. Wembanyama,SAS,7,29,116.4,91.9,24.5,77.8,2.10,22.1,42.4,72.5,58.9,0.2,52.6,56.5,101.15,65.7
D. DeRozan - D. Sabonis - M. Monk - K. Huerter - K. Murray,SAC,13,29,109.5,95.2,14.3,61.5,2.29,18.4,25.0,75.0,50.0,0.1,54.5,57.2,105.21,55.8
J. Hart - M. Bridges - J. Brunson - P. Achiuwa - M. McBride,NYK,11,29,88.7,104.8,-16.1,69.6,3.20,19.3,18.5,75.0,47.3,0.1,53.0,53.1,102.50,47.2
K. Durant - T. Jones - D. Booker - N. Richards - R. Dunn,PHX,4,29,120.7,115.5,5.2,55.6,1.36,17.9,45.8,56.4,52.4,0.2,57.8,61.7,95.56,58.2
K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - K. George,WAS,4,29,87.7,124.6,-36.9,72.7,3.20,19.0,8.6,56.3,31.3,0.1,46.4,48.2,106.30,36.7
K. Looney - B. Hield - J. Kuminga - M. Moody - B. Podziemski,GSW,5,29,98.4,90.5,8.0,47.8,2.20,12.5,32.5,75.0,52.6,0.1,45.0,47.6,104.21,53.5
L. James - A. Davis - D. Russell - A. Reaves - D. Knecht,LAL,9,29,122.7,124.1,-1.4,66.7,3.33,20.6,40.7,68.6,56.5,0.1,62.5,62.9,101.21,59.4
M. Conley - R. Gobert - J. Randle - N. Alexander-Walker - A. Edwards,MIN,12,29,106.5,66.1,40.3,68.2,1.67,17.4,31.0,71.9,52.5,0.1,52.9,58.2,102.69,79.8
N. Batum - J. Harden - N. Powell - I. Zubac - A. Coffey,LAC,11,29,96.5,131.7,-35.2,84.2,2.00,19.3,30.3,46.4,37.7,0.1,45.0,49.7,98.04,34.3
O. Anunoby - J. Hart - J. Brunson - P. Achiuwa - M. McBride,NYK,8,29,126.7,128.6,-1.9,46.7,1.75,15.6,55.2,85.0,67.3,0.1,60.5,61.4,97.23,49.3
A. Simons - D. Ayton - S. Henderson - S. Sharpe - T. Camara,POR,5,28,101.6,158.3,-56.7,62.5,1.67,18.8,16.0,68.8,36.6,0.1,57.1,59.5,102.31,31.2
B. Ingram - J. Green - J. Robinson-Earl - B. Boston Jr. - Y. Missi,NOP,5,28,122.4,98.2,24.2,68.0,1.70,20.0,38.5,78.6,59.3,0.2,62.2,63.8,100.09,60.5
B. Lopez - D. Lillard - K. Middleton - G. Antetokounmpo - G. Trent Jr.,MIL,7,28,112.1,89.1,23.1,60.9,1.56,16.7,15.4,81.4,56.5,0.1,57.4,64.3,110.17,70.6
C. LeVert - G. Niang - J. Allen - M. Strus - D. Garland,CLE,10,28,95.3,127.7,-32.4,73.9,1.70,19.3,21.9,64.3,41.7,0.2,52.9,55.5,112.17,36.3
C. LeVert - J. Allen - D. Garland - D. Wade - S. Merrill,CLE,9,28,119.7,110.3,9.3,70.8,1.89,19.1,37.9,72.7,56.5,0.1,55.9,60.6,102.55,58.4
D. Brooks - J. Green - A. Sengun - T. Eason - A. Thompson,HOU,9,28,140.0,103.1,36.9,52.9,1.64,19.8,40.0,61.8,53.7,0.2,75.0,77.1,112.49,66.2
D. Lillard - K. Middleton - G. Antetokounmpo - B. Portis - A. Green,MIL,10,28,110.9,93.4,17.5,48.0,1.71,14.3,27.6,71.4,51.6,0.1,55.9,59.4,107.07,60.0
K. Caldwell-Pope - W. Carter Jr. - F. Wagner - P. Banchero - A. Black,ORL,5,28,74.6,115.3,-40.7,64.3,0.75,12.5,16.7,70.4,42.1,0.2,39.3,46.1,99.78,26.0
K. Durant - B. Beal - J. Nurkić - T. Jones - R. Dunn,PHX,4,28,117.9,100.0,17.9,84.0,3.00,25.0,26.9,72.0,49.0,0.1,62.5,63.0,96.97,59.5
K. Lowry - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,PHI,6,28,115.5,103.3,12.2,78.3,6.00,22.0,17.6,70.4,41.0,0.1,54.7,56.6,100.40,52.0
K. Olynyk - C. Boucher - B. Brown - S. Barnes - J. Shead,TOR,8,28,106.6,111.3,-4.7,70.8,1.55,19.3,40.7,65.5,53.6,0.2,52.0,57.3,103.89,49.8
L. James - A. Davis - R. Hachimura - G. Vincent - D. Knecht,LAL,4,28,133.3,110.0,23.3,68.8,5.50,25.9,25.0,74.1,51.0,0.1,66.1,65.8,101.67,55.4
L. Markkanen - C. Sexton - W. Kessler - C. Williams - I. Collier,UTA,5,28,112.5,130.3,-17.8,67.9,2.11,20.7,28.1,69.2,46.6,0.1,55.3,57.8,110.69,40.1
N. Batum - J. Harden - A. Coffey - T. Mann - K. Porter Jr.,LAC,8,28,90.5,118.5,-28.0,31.6,0.86,7.9,18.4,69.0,40.3,0.1,41.8,46.6,108.94,28.8
N. Vučević - Z. LaVine - C. White - A. Dosunmu - M. Buzelis,CHI,9,28,122.0,121.7,0.4,54.2,1.30,16.5,29.2,55.2,43.4,0.2,62.8,67.7,102.93,45.3
S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Holmgren - J. Williams,OKC,5,28,106.3,103.2,3.2,56.5,2.17,15.7,21.2,61.1,42.0,0.1,50.0,55.0,106.42,56.0
A. Gordon - N. Jokić - J. Murray - J. Strawther - C. Braun,DEN,6,27,119.0,85.7,33.3,70.8,1.70,18.9,34.5,78.1,57.4,0.2,51.9,59.8,110.97,65.3
C. Capela - T. Young - G. Mathews - D. Daniels - Z. Risacher,ATL,3,27,100.0,117.2,-17.2,68.2,1.50,18.1,29.0,83.9,56.5,0.2,52.0,53.4,105.17,41.2
D. Bane - S. Aldama - S. Pippen Jr. - J. Huff - J. LaRavia,MEM,6,27,138.3,106.6,31.8,83.3,2.78,27.2,30.4,68.8,52.7,0.1,71.2,71.9,107.96,64.7
F. VanVleet - D. Brooks - J. Green - T. Eason - A. Thompson,HOU,13,27,98.4,76.8,21.5,47.4,1.13,11.0,36.4,67.5,53.4,0.1,43.8,50.5,114.05,77.9
J. Holiday - J. Brown - J. Tatum - D. White - N. Queta,BOS,6,27,105.1,103.3,1.8,63.2,1.71,15.8,17.9,81.5,49.1,0.1,50.0,56.6,108.65,49.8
J. Poole - C. Kispert - B. Coulibaly - A. Sarr - B. Carrington,WAS,12,27,113.0,105.4,7.6,81.8,4.50,23.1,23.1,58.3,40.0,0.1,59.8,59.5,97.54,52.8
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. McDaniels,MIN,13,27,96.4,94.3,2.0,58.8,1.43,13.5,30.0,73.1,50.0,0.1,43.5,50.0,97.55,49.4
K. Irving - K. Thompson - P. Washington - D. Gafford - N. Marshall,DAL,8,27,129.8,110.5,19.3,61.5,1.60,18.8,50.0,67.9,59.6,0.2,63.3,65.5,101.50,58.6
K. Irving - K. Thompson - P. Washington - D. Gafford - Q. Grimes,DAL,9,27,108.2,136.7,-28.5,52.0,1.86,15.5,28.6,55.6,42.3,0.1,49.1,52.1,109.37,36.3
K. Thompson - S. Dinwiddie - P. Washington - Q. Grimes - D. Lively II,DAL,7,27,101.7,126.3,-24.6,76.2,1.78,19.8,26.9,84.6,55.8,0.2,53.2,57.9,102.67,41.6
L. Markkanen - C. Sexton - W. Kessler - I. Collier - K. Filipowski,UTA,3,27,114.3,104.2,10.1,65.0,2.60,16.5,48.6,64.3,55.6,0.1,41.7,46.9,85.91,56.9
R. Westbrook - D. Šarić - J. Murray - M. Porter Jr. - C. Braun,DEN,5,27,124.1,131.6,-7.5,76.0,2.71,21.8,43.8,69.2,55.2,0.1,57.3,58.1,100.09,41.6
R. Westbrook - N. Jokić - J. Murray - C. Braun - P. Watson,DEN,13,27,130.6,117.5,13.2,50.0,3.75,16.9,41.4,68.2,52.9,0.1,60.7,63.4,110.00,50.5
T. Thompson - G. Niang - D. Mitchell - T. Jerome - S. Merrill,CLE,5,27,120.8,100.0,20.8,63.6,1.75,17.5,41.9,66.7,54.7,0.2,52.9,56.9,93.85,58.7
T. Young - D. Hunter - O. Okongwu - V. Krejčí - D. Daniels,ATL,7,27,103.2,90.9,12.3,58.3,2.33,16.7,21.9,94.1,46.9,0.1,49.1,53.2,115.63,53.7
A. Burks - T. Rozier - B. Adebayo - D. Robinson - N. Jović,MIA,3,26,100.0,66.0,34.0,75.0,2.14,20.0,24.1,77.4,51.7,0.1,51.1,51.6,99.14,72.8
A. Horford - J. Brown - J. Tatum - D. White - N. Queta,BOS,4,26,115.7,126.9,-11.2,57.1,2.00,16.9,29.6,74.1,51.9,0.1,54.2,56.8,95.15,42.8
B. Lopez - D. Wright - T. Prince - G. Trent Jr. - A. Green,MIL,4,26,124.5,88.7,35.8,86.4,3.17,24.7,20.8,73.9,46.8,0.1,60.9,64.9,97.10,66.1
C. Bassey - S. Mamukelashvili - M. Branham - B. Wesley - S. Cissoko,SAS,7,26,87.7,98.2,-10.5,81.0,1.89,21.3,20.0,78.1,50.0,0.2,51.1,48.6,103.57,44.8
C. Boucher - D. Mitchell - S. Barnes - J. Mogbo - J. Battle,TOR,7,26,94.9,108.9,-14.0,81.8,2.57,20.5,30.6,72.4,49.2,0.1,47.3,48.5,106.63,45.0
C. Capela - T. Young - D. Hunter - G. Mathews - D. Daniels,ATL,7,26,108.5,93.3,15.1,87.5,3.50,24.4,21.4,65.6,45.0,0.1,56.0,57.0,110.68,64.3
C. LeVert - D. Mitchell - J. Allen - D. Garland - D. Wade,CLE,8,26,119.0,113.8,5.2,61.5,4.00,19.3,29.0,63.0,44.8,0.1,56.1,58.3,109.12,49.3
D. Ayton - S. Henderson - S. Sharpe - K. Murray - T. Camara,POR,7,26,120.0,113.8,6.2,73.3,3.14,24.2,32.1,83.3,55.8,0.1,56.1,58.6,107.21,57.8
D. Jordan - J. Murray - J. Strawther - C. Braun - P. Watson,DEN,9,26,111.5,121.8,-10.3,47.8,2.20,16.4,17.4,63.6,40.0,0.1,56.5,59.1,98.40,40.4
J. Collins - S. Mykhailiuk - C. Sexton - W. Kessler - K. George,UTA,2,26,140.7,91.2,49.4,59.4,3.17,21.8,37.5,82.9,64.4,0.1,65.2,68.2,106.80,75.3
J. Grant - A. Simons - D. Avdija - S. Sharpe - T. Camara,POR,7,26,123.5,111.3,12.2,41.2,0.78,11.3,21.1,63.0,45.7,0.2,61.8,70.7,97.87,49.5
J. Grant - A. Simons - D. Ayton - D. Avdija - S. Sharpe,POR,4,26,122.2,140.0,-17.8,56.5,2.17,17.8,27.3,66.7,47.8,0.1,59.1,64.1,102.33,43.7
J. Holiday - J. Brown - N. Queta - P. Pritchard - S. Hauser,BOS,6,26,90.9,98.1,-7.2,42.1,2.00,11.4,21.9,70.4,44.1,0.1,45.0,46.3,100.38,47.5
J. Isaac - M. Wagner - J. Suggs - A. Black - J. Howard,ORL,4,26,86.8,103.6,-16.8,70.6,0.63,16.4,42.1,65.5,56.3,0.4,57.1,59.7,101.22,44.5
J. Valančiūnas - M. Brogdon - J. Poole - B. Coulibaly - A. Sarr,WAS,2,26,103.6,129.1,-25.5,66.7,2.00,17.9,31.0,68.2,47.1,0.1,46.0,51.1,100.25,37.8
K. Durant - B. Beal - M. Plumlee - T. Jones - R. Dunn,PHX,6,26,94.5,113.8,-19.2,78.9,1.50,20.8,9.1,61.1,41.4,0.2,56.1,59.6,103.77,43.2
K. Durant - J. Nurkić - T. Jones - D. Booker - R. Dunn,PHX,3,26,134.5,120.0,14.5,58.6,1.89,23.6,0.0,73.3,51.2,0.2,81.0,81.3,101.73,54.3
K. Towns - C. Payne - L. Shamet - P. Achiuwa - M. McBride,NYK,8,26,105.1,124.1,-19.0,54.5,1.50,14.5,38.7,42.9,40.4,0.1,51.0,54.5,104.54,46.2
L. James - D. Russell - G. Vincent - C. Koloko - D. Knecht,LAL,7,26,107.9,98.4,9.5,65.4,1.55,20.0,20.7,73.3,47.5,0.2,61.8,61.9,116.58,49.8
L. James - D. Russell - R. Hachimura - J. Hayes - D. Knecht,LAL,5,26,143.4,86.5,56.9,60.0,2.25,22.2,50.0,77.8,66.0,0.2,70.0,71.6,96.31,80.8
M. Bagley III - J. Butler - A. Gill - J. Davis - P. Baldwin Jr.,WAS,7,26,123.2,89.7,33.6,54.5,1.71,14.8,44.8,78.6,61.4,0.1,51.0,56.8,104.63,64.8
P. George - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,PHI,4,26,137.0,122.6,14.4,66.7,2.25,22.0,41.7,54.5,47.8,0.1,62.7,66.8,97.16,53.1
R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - R. Dillingham,MIN,8,26,125.5,92.6,32.9,59.3,2.29,20.3,34.8,65.6,52.7,0.1,64.0,65.5,100.48,63.5
S. Curry - D. Green - A. Wiggins - B. Hield - G. Payton II,GSW,12,26,101.8,64.0,37.8,80.0,2.00,21.1,20.8,72.4,49.1,0.1,56.0,59.8,98.68,86.3
T. Harris - M. Beasley - C. Cunningham - J. Duren - S. Fontecchio,DET,9,26,126.6,85.0,41.6,64.5,2.00,22.2,26.1,75.0,51.1,0.2,68.6,70.3,113.98,69.8
T. McConnell - P. Siakam - O. Toppin - T. Haliburton - J. Walker,IND,9,26,121.9,104.8,17.0,80.0,6.00,25.8,19.2,78.3,46.9,0.1,63.4,65.5,114.42,59.9
